TS,D49729,Solarwinds,Corp,2/1/2018,software,"$222.00 ","Annual maintenance renewal for Dameware mini remote",
AC,D49730,"apple store",Corp,3/1/2018,Software,"$99.90 ","10 Bluebeam license for iPad",
AC,D49731,amazon.com,17-0503,4/1/2018,Miscellaneous,"$45.99 ","replacement laptop battery - Joe Rosa",
TS,D49732,Amazon.com,17-0422,4/1/2018,Miscellaneous,"$129.95 ","300' Sheilded outdoor cat6 cable RETURNED Credit processed 1/15/17",
SH,D49733,Amazon.com,"Corporate inventory",4/1/2018,Miscellaneous,"$167.87 ","Cables, Keyboards, mouse pad",
TS,D49734,Amazon.com,Corp,5/1/2018,Server,"$8.99 ","mounting adjustment bracket",
AC,D49735,amazon.com,Reno,8/1/2018,Miscellaneous,"$76.94 ","Otterbox deffender and utility latch for Arnolf Garcia",
TS,D49736,Amazon.com,18-0743,8/1/2018,Miscellaneous,"$25.99 ","Bluetooth keyboard/mouse",
TS,D49737,SHI," 18-0743, sumner",8/1/2018,"Computer (Laptop, Desktop or Tablet)","$2,103.11 ","Desktop with warranty for Panel station, 2 desktop for sumner",
TS,D49738,SHI,18-0740,8/1/2018,"Computer (Laptop, Desktop or Tablet)","$1,192.85 ","Laptop, warranty for new Sumner warehouse manager",
AC,D49739,amazon.com,17-0600,8/1/2018,Miscellaneous,"$378.72 ","2 monitors for Mark Parker",
TS,D49740,SHI,"PDX Safety",9/1/2018,"Computer (Laptop, Desktop or Tablet)","$2,076.92 ","Surface Pro with dock, case, type cover, case, warranty",
TS,D49741,SHI,"Corp IT",9/1/2018,"Computer (Laptop, Desktop or Tablet)","$2,048.98 ","T470s with dock and warranty",
TS,D49742,Amazon.com,17-0422,19/01/2018,Miscellaneous,"$91.91 ","300' shielded cat6 cable",
AC,D49743,amazon.com,17-0600,10/1/2018,Miscellaneous,"$391.97 ","Euquipments like TV, mount, cables for the job 17-0600",
AC,D49744,amazon.com,17-0690,10/1/2018,Miscellaneous,"$178.97 ","Printer and toner for Allen Pray",
AC,D49745,amazon.com,17-0596,10/1/2018,Miscellaneous,"$22.00 ","S7 deffender case for Jeff Hitchcock",
JM,D49746,Amazon.com,"Sumner office",11/1/2018,Network,"$809.80 ","Cisco Catalyst 3650 stacking hardware for Sumner relocation",
TS,D49747,SHI,17-0606,12/1/2018,"Computer (Laptop, Desktop or Tablet)","$1,427.16 ","t570 laptop with ram and 3 yr accidental damage warranty for Randy Bryant",
AC,D49748,amazon.com,Sumner,12/1/2018,Miscellaneous,"$38.24 ","Ipad keyboard case for Megan Boatman",
AC,D49749,amazon.com,Corp,12/1/2018,Miscellaneous,"$71.99 ","Logitech speakers for Angela Roach",
MM,D49750,Bridgetech,"Corp / PDX / Seattle",4/12/2017,"software subscription","$5,345.85 ","Office 365 subscription November and WAN optimization for Wilsonville / Sumner",
MM,D49751,Techsmith,Corp,13/12/2017,software,"$199.00 ","Camtasia software for James Martini",
MM,D49752,Bridgetech,"Corp / PDX / Seattle",15/12/2017,"software subscription","$5,345.85 ","Office 365 subscription November and WAN optimization for Wilsonville / Sumner",
AC,D49753,amazon.com,17-0426,15/01/2018,Miscellaneous,"$60.06 ","USB display link Plugable for Steve Wilkins",
TS,D49754,SHI,"16-9898, 17-0274, 17-0707",16/01/2018,"Computer (Laptop, Desktop or Tablet)","$1,133.82 ","New laptop with warranty for Dale Temple",
TS,D49755,Amazon.com,Corp,12/1/2018,server,"$26.97 ","3 3.5 to 2.5 adapters",
TS,D49756,"Zoho Corp (ManageEngine)","Fixed Asset - Corp software",11/1/2018,software,"$3,380.00 ","ServiceDesk subscription renewal. 11 tech, 1000 node",
DG,D49757,Bridgetech,"Reno, 17-0609, 17-0422, 17-0429, 16-9599, 16-9723, 17-0074",11/1/2018,"Firewall renewals","$2,645.63 ","Multiple firewall renewals",
TS,D49758,SHI,17-0689,16/01/2018,"Computer (Laptop, Desktop or Tablet)","$1,212.66 ","Laptop with ram, warranty for Justin Savory",
MM,D49759,"Thompson Reuters",Corp,26/12/2017,software,"$395.00 ","Fixed assets software renewal",
AC,D49760,amazon.com,Corp,17/01/2018,Miscellaneous,"$60.40 ","Plugable USB and HDMI to DVI cable for Ben English (got refund from amazon)",
SH,D49761,Amazon.com,17-0730,17/01/2018,Miscellaneous,"$29.68 ","Latch for iPad Nick Canaday",
SH,D49762,Amazon.com,Corp,18/01/2018,Miscellaneous,"$149.95 ","Backpacks for field inventory",
TS,D49763,SHI,17-0730,19/01/2018,"Computer (Laptop, Desktop or Tablet)","$1,133.82 ","Laptop with warranty for Nic Canaday",
SH,D49764,Amazon.com,"Eugene Office - Doug D. new hire",19/01/2018,Miscellaneous,"$524.70 ","Displays for new hire Nick Tollefson",
MM,D49765,Amazon.com,"Spokane Office",22/01/2018,Miscellaneous,"$124.74 ","Universal HDMI adapter ring",
SH,D49766,Amazon.com,"KCCFJC job - Josh Chudnofsky",22/01/2018,Miscellaneous,"$56.83 ","Replacement LCD for Lenovo W530",
AC,D49767,amazon.com,Corp,23/01/2018,Miscellaneous,"$196.55 ","Surface Book Dock for Dion Cowles, and S6 chargers for stock",
AC,D49768,SHI,"17-0609, 17-0157, 17-0730, Reno",23/01/2018,Miscellaneous,"$1,444.45 ","Bluebeam Revu license",
SH,D49769,Amazon.com,"18-0728 Sumner Remodel",23/01/2018,Miscellaneous,"$1,133.34 ","Battery backup, pdu, cables",
TS,D49770,SHi,BIM,23/01/2018,"Computer (Laptop, Desktop or Tablet)","$1,466.77 ","Lenovo Think stations P510 with warranty for Jeff Fuecht",
TS,D49771,Amazon.com,BIM,24/01/2018,"Computer (Laptop, Desktop or Tablet)","$306.98 ","1tb ssd with mounting bracket",
TS,D49772,Crucial.com,BIM,24/01/2018,"Computer (Laptop, Desktop or Tablet)","$436.98 ","32gb DDR4 ram for new cad desktop",
SH,D49773,Amazon.com,17-0503,24/01/2018,Miscellaneous,"$41.98 ","Phone battery and Microsoft Surface Stylus ",
TS,D49774,"Zoho Corp (ManageEngine)",Corp,24/01/2018,software,"$1,495.00 ","Annual renewal for AD Manager",
SH,D49775,Amazon.com,"Eugene door dept",24/01/2018,Miscellaneous,"$326.98 ","Large display for Brian Keys approved by Doug",
TS,D49776,SHi,17-0546,24/01/2018,"Computer (Laptop, Desktop or Tablet)","$1,212.66 ","t570 laptop with ram and warranty for Travis Campbell",
AC,D49777,amazon.com,Corp,17/01/2018,Miscellaneous,"$60.40 ","Plugable USB and HDMI to DVI cable for Ben English",
TS,D49778,Amazon.com,18-0738,26/01/2018,Miscellaneous,"$160.23 ","Bluetooth speakers for the warehouse vehicles",
SH,D49779,SHi,"Split cost between 17-0422 and 17-0627",26/01/2018,Software,"$296.86 ","MSFT Project Std for JJ Knight",
DG,D49780,Amazon,Sumner,29/01/2018,Server,"$969.98 ","File server for Sumner",
AC,D49781,amazon.com,Corp,30/01/2018,Miscellaneous,"$59.99 ","IBM Lenovo Think pad Screen",
AC,D49782,amazon.com,17-0027,30/01/2018,Miscellaneous,"$165.62 ","Otterbox and utility latch for OSHU floating iPads",
AC,D49783,amazon.com,Corp,1/2/2018,Miscellaneous,"$17.89 ","Alpha glass series screen protector for case",
AC,D49784,amazon.com,18-0751,5/2/2018,Miscellaneous,"$420.79 ","Docking station and monitor for Mike Petitte",
AC,D49785,amazon.com,17-0546,6/2/2018,Miscellaneous,"$833.83 ","4 monitors, 2 HDMI cable and 1 USB Plugable for Nathan Sumsion",
TS,D49786,SHI,17-0429,6/2/2018,"Computer (Laptop, Desktop or Tablet)","$2,076.92 ","Surface Pro with dock, case, type cover, case, warranty for Dustin Meissner",
TS,D49787,SHI,17-0546,6/2/2018,"Computer (Laptop, Desktop or Tablet)","$1,365.66 ","Laptop with warranty and dockingstation for Suleiman Ali",
AC,D49788,amazon.com,17-0600,7/2/2018,Miscellaneous,"$313.95 ","Printer for Jimmy Hagen ",
SH,D49789,Amazon.com,17-0546,7/2/2018,Miscellaneous,"$161.76 ","Docking Station for Travis Campbell - Sumner PE",
SH,D49790,Amazon.com,"Eugene Door Department",7/2/2018,Miscellaneous,"$329.97 ","Ram and SSD HDD for Nick Tollefson per Doug D.",
MM,D49791,"Cloudberry (digital river)",Corp,19/01/2018,software,"$16.00 ","Yearly maintenance for Cloudberry backup software",
MM,D49792,Techsmith,"Corp - Rich Elliott",31/01/2018,software,"$99.50 ","Camtasia upgrade for Rich Elliott",
TS,D49793,"Zoho Corp (ManageEngine)",Corp,12/2/2018,software,"$1,153.00 ","Annual renewal for Desktop Central software and support.",
SH,D49794,Amazon.com," OSU Atami project.",12/2/2018,Miscellaneous,,,
AC,D49795,amazon.com,Corp,13/02/2018,Miscellaneous,"$179.94 ","Laptop Bags for stock",
MM,D49796,"Cloudberry (digital river)",Corp,19/01/2018,software,"$280.00 ","Cloudberry Backup software for Corporate",
DG,D49797,Skyxoft,Corp,19/01/2018,Software,"$432.00 ","Expiration reminder cloud solution",
DG,D49798,Symless,Corp,22/01/2018,Software,"$49.00 ","Desktop management",
DG,D49799,Newegg,Sumner,23/01/2018,Server,"$2,773.39 ","File server for Sumner",
TS,D49800,SHI,"BIM- PDX/SEA",14/02/2015,software,"$5,230.18 ","Autodesk AECC subscription renewal for David Krein and Nick Hyett-Schnell",
AC,D49801,amazon.com,Reno,14/02/2018,Miscellaneous,"$9.00 ","Belt clip for Orlando Guzman's phone",
AC,D49802,amazon.com,Reno,14/02/2018,Miscellaneous,"$378.90 ","2 ASUS 27"" monitor for Weston Espinosa",
AC,D49803,SHI,"Reno = $742.54, Corp = $371.27, Eugene =$ 371.27, 17-0544 = $371.27",14/02/2018,Miscellaneous,"$1,856.35 ","5 Bluebeam Revu license",
TS,D49804,SHI,All,14/02/2018,software,"$12,916.05 ","Maintenance and licensing renewal for Bluebeam",
TS,D49805,SHI,"PDX, PDX-Jim Liggett",14/02/2018,"Computer (Laptop, Desktop or Tablet)","$4,512.22 ","Estimator laptop for Jim Ligget and stock. With dock and warranty.",
AC,D49806,amazon.com,Reno,15/02/2018,Miscellaneous,"$195.77 ","Docking station for Weston Espinosa for W541",
SH,D49807,Amazon.com,"Corp inventory",15/02/2018,Miscellaneous,"$43.17 ","Samsung S7 belt clips",
AC,D49808,amazon.com,Corp,16/02/2018,Miscellaneous,"$111.84 ","iPad chargers/Apple chargers",
DG,D49809,Bridgetech,"17-0546, 17-0698",12/2/2018,Network,"$1,836.98 ","Firewalls for two jobs",
DG,D49810,Bridgetech,"Multiple, see PO form",11/1/2018,Network,"$2,645.63 ","Firewall renewal coterms",
DG,D49811,Bridgetech,"Seattle Office",26/01/2018,Network,"$1,573.00 ","Wireless access points",
TS,D49812,SHI,"Corp software",19/02/2018,software,"$705.90 ","Veeam agents for physical servers 1 yr",
TS,D49813,SHI,17-0429,19/02/2018,"Computer (Laptop, Desktop or Tablet)","$85.00 ","surface pen for Dustin meissner",
DG,D49814,Godaddy,Corp,19/02/2018,Network,"$72.85 ","Domain wpibuild.com",
SH,D49815,Amazon.com,"17-0698 Eastside Tali Hall",20/02/2018,Miscellaneous,"$130.80 ","iPad latch for Sumner Field (Qty 3)",
SH,D49816,Amazon.com,"17-0544 SeaTac IAF",20/02/2018,Miscellaneous,"$1,009.05 ","display, cables, docking station",
AC,D49817,amazon.com,Eugene,21/02/2018,Miscellaneous,"$164.85 ","3 USB Plugable",
TS,D49818,SHI,"18-0794, 17-0451",21/02/2018,"Computer (Laptop, Desktop or Tablet)","$3,204.38 ","t570 laptop with warranty for Ty hunter and dustin robertson",
TS,D49819,SHI,Portland,26/02/2018,"Computer (Laptop, Desktop or Tablet)","$2,219.72 ","PM\estimator ultrabook for stock",
TS,D49820,SHI,Portland,21/02/2018,"Computer (Laptop, Desktop or Tablet)","$4,364.45 ","3 foreman grade laptops for stock",
AC,D49821,amazon.com,17-0455,23/02/2018,Miscellaneous,"$138.78 ","Docking station for Danny Rockway",
TS,D49822,Amazon.com,"18-0001, pdx",26/02/2018,Miscellaneous,"$274.41 ","video cables and kyeboard compos for stock. Cell phone car mounts for warehouse",
SH,D49823,Amazon.com,"Corporate - Ray Rask",26/02/2018,Miscellaneous,"$27.99 ","Monitor mount bracket for large display",
SH,D49824,Newegg,"Split charge between Job # 17-0216, Job # 17-0539",27/02/2018,Miscellaneous,"$681.37 ","2 Brother J6930 printers for the VA Datas in Spokane",
TS,D49825,SHI,SEA,28/02/2018,"Computer (Laptop, Desktop or Tablet)","$2,992.63 ","x1 yoga laptop with 2 docks and warranty for sunny smith",
TS,D49826,SHI,PDX,28/02/2018,"Computer (Laptop, Desktop or Tablet)","$2,219.72 ","t480s laptop with warranty and dock for Bernie bishoff",
MM,D49827,SHI,Corp,28/02/2018,software,"$15,764.76 ","SQL Server licenses for WPIVista",
MM,D49828,"Copiers NW","Corp / PDX",28/02/2018,Printer,"$17,180.54 ","(2) Canon Imagerunner IRC5540i copiers for Wilsonville Office",
JM,D49829,SHI,Corp,1/3/2018,"Hard drive  ","$8,182.88 ","Eight HPE SSD for VSAN cluster",
JM,D49830,iLand,Corp,1/3/2018,"Disaster recovery","$2,221.63 ","Implement Zerto software & connectivity to iLand datacenter",
TS,D49831,"Druva ",regional,7/3/2018,software,"$21,294.00 ","Renewal for Druva client backup",
SH,D49832,Newegg,"17-0698 Eastside Tali Hall",2/3/2018,Miscellaneous,"$251.38 ","Printer for Nick Herrmann",
DG,D49833,Amazon.com,17-0546,5/3/2018,Network,"$49.15 ","Cat6 Cables",
TS,D49834,SHI,PDX,5/3/2018,"Computer (Laptop, Desktop or Tablet)","$2,254.98 ","t480s laptop with warranty and dock for Devin Deller",
SH,D49835,Amazon.com,"Corporate - inventory",5/3/2018,Miscellaneous,"$18.75 ","for inventory",
SH,D49836,SHi,"Split PDX and Eugene",5/3/2018,Software,"$1,856.35 ","Bluebeam licenses for Ty Hunter and Dustin Robertson, others",
SH,D49837,Amazon.com,"Corporate - inventory",5/3/2018,Miscellaneous,"$168.67 ","Backpacks and Samsung charging cables",
SH,D49838,Amazon.com,"Corporate - Zach Tyler",7/3/2018,Miscellaneous,"$43.65 ","Headset for Zach Tyler approved by David Krein",
AC,D49839,"Apple Store",Eugene,22/02/2018,Software,"$24.99 ","App for iPad - Eugene office",
TS,D49840,"Quest Systems",Corp,8/3/2018,software,"$7,730.00 ","Offiste cloud connect storage and service for Veeam backup cold storage",
DG,D49841,Thycotic,Corp,8/3/2018,Software,"$1,340.64 ","Password management licensing",
TS,D49842,SHI,Corp,8/3/2018,"Maintenance / Support","$225.36 ","24/7 support for Veeam",
TS,D49843,Amazon,17-0730,8/3/2018,"Monitors, Projector & LCD","$349.98 ","2 27"" monitors for Ethan Wood",
MM,D49844,Amazon,17-0027,9/3/2018,Miscellaneous,"$39.99 ","Samsung 128GB SD card",
MM,D49845,Amazon,Corp,14/03/2018,Miscellaneous,"$96.26 ","ESD booties and pneumatic chair for server room",
SH,D49846,Newegg,"17-0406 BCCH ",13/03/2018,Printer,"$299.99 ","printer for 17-0406 BCCH - Jason Hanley approved by Troy Slogowski",
TS,D49847,Amazon,Reno,13/03/2017,"Computer (Laptop, Desktop or Tablet)","$43.63 ","new LCD fro Mark Boortz laptop",
SH,D49848,Amazon.com,Corporate,15/03/2018,Miscellaneous,"$84.90 ","Replacement ergonomic mouse for Tina, otterbox for Samsung",
SH,D49849,Amazon.com,"Corporate and Bend OR projects",15/03/2018,Miscellaneous,"$434.17 ","iPhone X case for Ryan Wallace, displays for Jim Redfield",
TS,D49850,Amazon.com,Corp,16/03/2017,Miscellaneous,"$154.53 ","video cables for stock, phone case for Jmorris, Keyboard for TSauter",
TS,D49851,SHI,"Portland - Mitch Rask",16/03/2018,"Computer (Laptop, Desktop or Tablet)","$2,808.86 ","Lenovo Yoga X1 with warranty and dock",
TS,D49852,Amazon,18-0794,22/03/2018,"Computer (Laptop, Desktop or Tablet)","$137.98 ","16gb Ram upgrade for Gary Curl",
TS,D49853,SHI,"Portland- Shawn Coates, Paul Yannello",22/03/2018,"Computer (Laptop, Desktop or Tablet)","$4,493.04 ","2 t480s with warranty and dock for Shawn Coates and Paul Yannello",
SH,D49854,Amazon.com,"Grant HS",21/03/2018,Miscellaneous,"$59.95 ","Otterbox case for Samsung S9+",
SH,D49855,Amazon.com,"Corporate - Zach Tyler",20/03/2018,Miscellaneous,"$39.95 ","Headset for Zach Tyler approved by David Krein",
SH,D49856,Amazon.com,17-0503/Corporate/PDX,22/03/2018,Miscellaneous,,"Display mount and dockng station (Ethan Wood and Parks McCants, latch for Chris Carothers iPad",
DG,D49857,Amazon.com,Corp,23/03/2018,Miscellaneous,"$36.97 ","Phone accessories",
TS,D49858,SHI,"Eugene - coatings Tim Meek",23/03/2018,"Computer (Laptop, Desktop or Tablet)","$2,254.98 ","t480s laptop with warranty and dock forTim Meek",
SH,D49859,"Apple Store",17-0609,26/03/2018,Software,"$49.95 ","Bluebean licenses for iPad - Chris Carothers",
TS,D49860,Amazon.com,"PDX, corp- partial return 4/2/18",27/03/2018,Miscellaneous,"$278.87 ","cable, surge protector for stock, lamps for Tysen -- Return of 54.52 prcoeessed on 4/2",
SH,D49861,Amazon.com,Corp,28/03/2018,Miscellaneous,"$12.99 ","iPhone case for Carrie Dixon - Shared use plan",
SH,D49862,Amazon.com,"Eugene Office",28/03/2018,Miscellaneous,"$74.97 ","Keyboard and mouse for Eugene",
SH,D49863,Amazon.com,Corp,28/03/2018,Miscellaneous,"$31.97 ","Phone cases for IT",
MM,D49864,Amazon.com,"Seattle buildout",29/03/2018,Miscellaneous,"$961.75 ","Server room AC and environmental monitoring",
TS,D49865,Amazon.com,Wilsonville,2/4/2018,Miscellaneous,"$22.95 ",Lightbulbs,
SH,D49866,Amazon.com,Corporate,2/4/2018,Miscellaneous,"$371.10 ","Plantronics headsets for IT staff",
TS,D49867,"ManageEngine (Zoho Corp)",Corp,3/4/2018,software,"$574.00 ","Additional 1 technician licenses for ServiceDesk and ADManager",
SH,D49868,Amazon.com,"Sumner office",5/4/2018,Miscellaneous,"$78.46 ","phone case for samsung S7 and S5",
SH,D49869,Bridgetech,"Corporate office",6/4/2018,Miscellaneous,,"(5) E3 and (5) E1 licenses",
SH,D49870,Amazon.com,"Corporate office",6/4/2018,Miscellaneous,"$144.99 ","SSD hard drive for Steve L.",
SH,D49871,Amazon.com,"18-0781 Aspire",11/4/2018,Miscellaneous,"$60.95 ","Cables for job #18-0781",
SH,D49872,Amazon.com,McKenzie,11/4/2018,Miscellaneous,"$531.98 ","2 displays and a docking station",
SH,D49873,Amazon.com,"Upstream PRN 5/6",12/4/2018,Miscellaneous,"$2,714.93 ","Conference room large display, misc hardware",
TS,D49874,SHI,"New Mexico Alan Chavez",13/04/2018,"Computer (Laptop, Desktop or Tablet)","$2,261.63 ","Lenovo P51 laptop with warranty and dock for Alan Chavez",
TS,D49875,SHI,"Seattle Rick Mueller",13/04/2018,"Computer (Laptop, Desktop or Tablet)","$2,486.22 ","Lenovo t480s with warranty and 2 cdocking stations for Rick Mueller",
SH,D49876,Amazon.com,"Antelope, Sumner",17/04/2018,Miscellaneous,"$227.19 ","phone and iPad accessories",
MM,D49877,Amazon.com,18-0828,17/04/2018,Miscellaneous,"$20.28 ","USB Wifi adapter",
MM,D49878,Bridgetech,"SEA / Corp",9/2/2018,"Software Subscription","$5,824.35 ","office 365 subscription and WAN optimization for Wilsonville / Sumner",
MM,D49879,Bridgetech,"SEA / Corp",1/3/2018,"Software Subscription","$5,740.35 ","office 365 subscription and WAN optimization for Wilsonville / Sumner",
SH,D49880,VMWare,Corporate,23/04/2018,Software,,"Fusion 10 for Mac - Sean Hudson",
SH,D49881,Amazon.com,"Special Projects",20/04/2018,Miscellaneous,"$130.09 ","Docking station for Ben Kirkup",
SH,D49882,Amazon.com,"Spokane office",20/04/2018,Miscellaneous,"$43.48 ","Keyboard for Julie Chase",
SH,D49883,"Apple Store","Eugene - Upstream PRN 5/6",19/04/2018,Miscellaneous,"$24.99 ","Construction Master Pro app for Justin Herring",
SH,D49884,Amazon.com,"Corporate inventory",18/04/2018,Miscellaneous,"$274.22 ","Corporate inventory, Laptop bags, Kybd/mouse combos, ",
SH,D49885,Amazon.com,"New Mexico Alan Chavez",17/04/2018,Miscellaneous,"$439.38 ","2 displays with cables for Alan Chavez in New Mexico",
SH,D49886,Amazon.com,"Sumner office",23/04/2018,Miscellaneous,"$109.75 ","S7 cases for Sumner phone deployments",
MM,D49887,Bridgetech,Corp,26/03/2018,Helpdesk,"$2,142.22 ","Prorated February helpdesk subscription",
MM,D49888,Bridgetech,"EUG / SEA / Corp",26/03/2018,"Software Subscription","$6,331.99 ","Bigleaf - Sumner, Wilsonville, Eugene and O365 subscription for March",
SR,D49889,Amazon.com,Corp,23/04/2018,Miscellaneous,"$33.99 ","1x Logitech G230 Stereo Gaming Headset for Jeff Feucht",
TS,D49890,SHI,Corp,23/04/2018,Software,"$4,398.30 ","10 bluebeam licenses with enterprise and maintenance",
SR,D49891,Amazon.com,17-0497,23/04/2018,Miscellaneous,"$174.40 ","4x OtterBox Utility Series Latch II Cases with Accessory Bag (10"" Tablet)",
MM,D49892,Bridgetech,Corp,26/03/2018,Helpdesk,"$9,997.00 ","Bridgetech hosted helpdesk - March",
MM,D49893,Bridgetech,Corp,16/04/2018,Helpdesk,"$6,665.00 ","Bridgetech hosted helpdesk - Prorated April",
MM,D49894,Bridgetech,"SEA / EUG / CORP",16/04/2018,"Software Subscription","$6,219.99 ","O365 subscription April / Bigleaf SEA / EUG / CORP",
TS,D49895,SHI,SEA,24/04/2018,"Computer (Laptop, Desktop or Tablet)","$1,695.15 ","T580 Laptop, with warranty and dock for Marty Cope",
SH,D49896,SHI,"Building Cure project #17-0545",24/04/2018,"Computer (Laptop, Desktop or Tablet)","$715.02 ","Small desktop for conference room",
MM,D49897,Lightwerks,18-0758,24/04/2018,AV,"$1,351.25 ","Crestron HDMI extender kits for Sumner conference room",
MM,D49898,Lightwerks,Portland,24/04/2018,AV,"$1,082.36 ","Mersive Solstice Pod for downstairs meeting room",
MM,D49899,Amazon.com,Portland,25/04/2018,AV,"$918.82 ","Samsung LCD, Roku Express, LCD Mount",
SH,D49900,Amazon.com,"Corporate inventory",24/04/2018,Miscellaneous,"$55.88 ","Phone belt clips",
SH,D49901,Amazon.com,"Upstream PRN 5/6",25/04/2018,Miscellaneous,"$16.98 ","Floor cable manager",
SH,D49902,Amazon.com,"New Mexico - Alan Chavez",25/04/2018,Miscellaneous,"$133.46 ","Display adapters and cables",
SH,D49903,Amazon.com,"Building Cure project #17-0545",25/04/2018,Miscellaneous,"$940.10 ","Conference room display hardware",
